%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
82977.243,300.072,350.740,249.979,0.024,4.000,5.000
82973.211,300.074,350.819,249.979,-0.025,4.011,5.000
82977.243,300.072,350.819,249.979,-0.008,4.011,5.000
82973.211,300.074,350.819,249.819,0.024,4.000,5.000
82981.274,300.074,350.898,249.819,-0.008,4.022,5.000
82973.211,300.072,350.898,249.979,0.008,4.011,5.000
82977.243,300.074,350.740,249.979,0.024,4.022,5.000
82981.274,300.074,350.740,249.499,-0.025,4.022,5.000
82973.211,300.075,350.898,249.499,0.008,4.011,5.000
82977.243,300.077,350.819,249.659,0.008,4.000,5.000
82969.180,300.074,350.819,249.019,0.008,4.022,5.000
82973.211,300.074,350.898,249.339,-0.008,4.022,5.000
82977.243,300.072,350.819,249.179,-0.025,4.032,5.000
82973.211,300.074,350.898,248.698,0.008,4.022,5.000
82973.211,300.075,350.977,248.698,0.008,4.022,5.000
82973.211,300.072,350.977,248.859,0.008,3.989,5.000
82969.180,300.070,351.056,248.698,-0.008,4.022,5.000
82977.243,300.072,351.056,248.378,-0.008,4.022,5.000
82981.274,300.070,350.977,248.218,0.024,4.011,5.000
82973.211,300.074,351.056,248.218,-0.041,4.022,5.000
82973.211,300.070,351.056,248.058,-0.008,4.022,5.000
82977.243,300.070,350.898,247.898,0.008,4.011,5.000
82977.243,300.072,350.977,247.898,0.008,4.000,5.000
82981.274,300.072,351.135,247.738,-0.008,4.022,5.000
82981.274,300.070,351.135,247.738,0.008,4.022,5.000
82969.180,300.075,348.448,271.752,0.008,4.988,5.000
82973.211,300.075,348.290,271.432,-0.025,4.999,5.000
82965.148,300.075,348.211,271.592,0.008,4.999,5.000
82973.211,300.077,348.211,271.592,-0.041,5.031,5.000
82973.211,300.075,348.290,271.432,0.024,4.988,5.000
82973.211,300.077,348.369,271.592,0.024,4.999,5.000
82973.211,300.075,348.290,271.752,-0.008,4.999,5.000
82973.211,300.078,348.290,271.912,0.008,4.988,5.000
82973.211,300.075,348.211,271.592,0.008,4.999,5.000
82973.211,300.075,348.211,271.752,-0.041,4.999,5.000
82977.243,300.077,348.448,272.072,0.024,4.999,5.000
82973.211,300.074,348.290,271.912,0.008,5.009,5.000
82973.211,300.075,348.290,271.752,0.008,4.999,5.000
82973.211,300.077,348.290,271.912,0.008,4.999,5.000
82969.180,300.074,348.369,272.072,-0.041,4.999,5.000
82981.274,300.077,348.369,272.392,-0.025,4.999,5.000
82981.274,300.078,348.369,272.552,-0.008,4.999,5.000
82977.243,300.077,348.369,272.232,0.008,4.999,5.000
82973.211,300.075,348.369,272.392,-0.008,5.009,5.000
82977.243,300.075,348.369,272.552,-0.008,5.020,5.000
82973.211,300.077,348.448,272.552,0.008,4.999,5.000
82977.243,300.077,348.369,272.552,-0.008,4.999,5.000
82977.243,300.078,348.527,272.232,-0.008,4.988,5.000
82977.243,300.078,348.527,272.552,-0.025,4.999,5.000
82977.243,300.077,348.606,272.873,0.008,4.988,5.000
82969.180,300.075,348.606,272.552,0.024,4.988,5.000
82973.211,300.074,348.527,272.873,-0.008,4.988,5.000
82969.180,300.078,348.685,273.033,0.008,4.999,5.000
82969.180,300.077,348.527,272.712,-0.008,4.988,5.000
82973.211,300.077,348.606,272.712,0.008,5.009,5.000
82969.180,300.077,348.685,272.712,0.024,4.999,5.000
82969.180,300.075,348.606,272.873,0.008,4.988,5.000
82965.148,300.078,348.606,273.193,0.008,4.988,5.000
82969.180,300.080,348.685,272.712,-0.008,4.999,5.000
82965.148,300.078,348.685,272.712,-0.008,4.988,5.000
82969.180,300.077,348.685,272.712,0.008,5.020,5.000
82969.180,300.075,348.843,272.712,-0.025,5.020,5.000
82973.211,300.077,348.527,272.392,-0.008,4.999,5.000
82981.274,300.075,348.685,272.552,-0.008,4.999,5.000
82977.243,300.075,348.685,272.392,-0.008,4.999,5.000
82977.243,300.072,348.606,272.232,-0.008,5.020,5.000
82977.243,300.077,348.685,271.912,-0.008,5.009,5.000
82973.211,300.075,348.685,271.912,0.008,4.999,5.000
82969.180,300.074,348.527,271.752,-0.025,4.988,5.000
82973.211,300.074,348.606,271.592,0.008,4.999,5.000
82969.180,300.074,348.685,271.592,0.024,5.009,5.000
82973.211,300.074,348.764,270.791,-0.008,5.020,5.000
82969.180,300.077,348.764,270.631,0.008,4.999,5.000
82973.211,300.075,348.606,270.311,0.008,4.988,5.000
82973.211,300.072,348.685,270.311,0.008,5.009,5.000
82969.180,300.074,348.606,269.831,0.008,4.988,5.000
82973.211,300.074,348.527,269.511,-0.025,4.988,5.000
82977.243,300.075,348.606,269.190,0.008,4.988,5.000
82969.180,300.074,348.606,268.710,-0.025,4.988,5.000
82973.211,300.074,348.606,268.550,-0.008,5.009,5.000
82973.211,300.072,348.606,268.230,0.008,4.988,5.000
82969.180,300.074,348.448,267.750,0.008,5.009,5.000
82973.211,300.074,348.527,267.109,-0.025,4.999,5.000
82965.148,300.075,348.369,267.109,0.008,4.999,5.000
82969.180,300.077,348.606,266.949,0.008,4.999,5.000
82969.180,300.075,348.527,266.469,-0.008,4.988,5.000
82973.211,300.075,348.606,266.149,-0.025,4.977,5.000
82965.148,300.077,348.527,265.508,0.008,5.020,5.000
82965.148,300.075,348.606,265.508,-0.008,5.009,5.000
82961.117,300.077,348.606,265.348,-0.008,4.999,5.000
82977.243,300.075,348.685,265.028,0.008,5.009,5.000
82965.148,300.075,348.606,265.028,0.008,5.009,5.000
82969.180,300.077,348.606,264.868,-0.008,4.999,5.000
82977.243,300.077,348.606,264.388,-0.025,5.009,5.000
82977.243,300.078,348.685,264.227,-0.008,4.999,5.000
82981.274,300.077,348.685,264.388,0.008,5.009,5.000
82977.243,300.080,348.685,264.227,0.008,4.988,5.000
82977.243,300.077,348.764,264.388,-0.008,4.988,5.000
82973.211,300.077,348.843,264.227,-0.008,4.999,5.000
82981.274,300.078,348.764,264.388,-0.008,4.999,5.000
82977.243,300.072,348.922,264.548,-0.025,4.999,5.000
82977.243,300.077,348.764,264.708,0.008,4.999,5.000
82977.243,300.077,348.843,264.708,-0.025,5.009,5.000
82973.211,300.077,348.685,264.868,0.008,4.999,5.000
82985.305,300.075,348.843,265.028,-0.008,4.988,5.000
82981.274,300.075,348.922,265.348,0.041,4.999,5.000
82981.274,300.077,348.843,265.828,-0.008,4.999,5.000
82981.274,300.077,348.922,265.989,-0.008,4.988,5.000
82989.337,300.075,349.080,266.149,0.008,5.009,5.000
82985.305,300.077,349.001,266.629,0.008,4.999,5.000
82985.305,300.077,348.922,266.949,0.008,5.020,5.000
82973.211,300.075,348.922,267.269,0.008,4.988,5.000
82985.305,300.075,349.001,267.589,0.008,4.999,5.000
82981.274,300.074,348.843,268.230,0.008,4.988,5.000
82985.305,300.074,349.080,268.390,0.024,4.988,5.000
82985.305,300.077,348.922,269.030,0.041,4.977,5.000
82981.274,300.074,349.080,269.350,-0.008,4.999,5.000
82981.274,300.074,349.159,269.991,-0.008,5.009,5.000
82985.305,300.075,349.080,270.311,0.024,4.988,5.000
82977.243,300.074,349.159,270.631,0.024,5.009,5.000
82977.243,300.074,349.238,270.791,-0.008,4.999,5.000
82981.274,300.074,349.080,271.272,0.008,5.009,5.000
82981.274,300.074,349.238,271.912,0.008,5.009,5.000
82981.274,300.074,349.159,272.072,-0.025,5.009,5.000
82981.274,300.072,349.159,272.232,-0.008,5.009,5.000
82985.305,300.074,349.238,272.873,0.008,5.020,5.000
82977.243,300.074,349.238,273.193,0.024,4.999,5.000
82981.274,300.072,349.238,273.193,-0.008,4.999,5.000
82977.243,300.072,349.238,273.833,-0.008,4.999,5.000
82977.243,300.074,349.317,273.993,0.024,4.988,5.000
82973.211,300.075,349.317,274.473,-0.025,5.009,5.000
82981.274,300.075,349.238,274.313,0.024,4.999,5.000
82977.243,300.075,349.396,274.473,0.008,4.988,5.000
82965.148,300.075,349.396,274.473,-0.008,4.977,5.000
82977.243,300.072,349.317,274.794,-0.025,4.999,5.000
82969.180,300.075,349.475,275.114,-0.008,5.009,5.000
82973.211,300.077,349.396,274.954,0.008,4.977,5.000
82969.180,300.077,349.554,275.114,0.008,4.988,5.000
82973.211,300.077,349.554,275.434,-0.025,4.988,5.000
82973.211,300.078,349.554,275.434,0.008,4.999,5.000
82973.211,300.077,349.554,275.274,0.008,4.988,5.000
82965.148,300.074,349.791,275.434,-0.008,5.009,5.000
82969.180,300.078,349.633,275.274,0.008,5.009,5.000
82969.180,300.077,349.712,275.434,0.008,4.999,5.000
82965.148,300.078,349.712,275.434,-0.008,4.999,5.000
82969.180,300.077,349.633,275.274,-0.008,5.009,5.000
82969.180,300.075,349.791,275.434,-0.008,5.009,5.000
82973.211,300.077,349.712,275.274,0.008,4.988,5.000
82969.180,300.077,349.791,275.434,-0.008,5.009,5.000
82969.180,300.072,349.870,275.274,-0.008,4.977,5.000
82973.211,300.075,349.791,275.274,-0.008,5.009,5.000
82969.180,300.075,349.870,275.114,0.008,5.009,5.000
82965.148,300.077,349.791,275.114,-0.025,4.999,5.000
82977.243,300.074,349.870,275.274,-0.008,4.999,5.000
82977.243,300.075,350.028,274.954,0.008,5.020,5.000
82969.180,300.075,349.949,274.954,0.008,4.999,5.000
82973.211,300.074,349.949,274.634,-0.025,4.999,5.000
82973.211,300.074,349.949,274.794,-0.008,4.999,5.000
82977.243,300.075,350.186,274.794,-0.025,5.020,5.000
82969.180,300.077,350.028,274.634,0.008,5.009,5.000
82977.243,300.075,350.107,274.634,-0.008,4.999,5.000
82973.211,300.074,350.028,274.473,0.008,5.009,5.000
82973.211,300.075,350.028,274.313,-0.008,4.999,5.000
82973.211,300.074,350.186,274.634,0.008,5.009,5.000
82973.211,300.075,350.107,274.313,0.008,4.999,5.000
82965.148,300.074,350.107,274.313,-0.025,4.999,5.000
82977.243,300.074,350.107,274.313,-0.025,4.988,5.000
82969.180,300.074,350.107,274.153,-0.008,5.009,5.000
82977.243,300.072,350.028,274.153,-0.008,5.009,5.000
82973.211,300.072,350.186,274.313,0.008,5.009,5.000
82973.211,300.074,350.107,273.993,0.008,4.988,5.000
82977.243,300.072,350.186,274.313,-0.025,4.999,5.000
82977.243,300.072,350.186,273.993,-0.008,5.009,5.000
82973.211,300.072,350.265,274.153,-0.008,5.009,5.000
82973.211,300.072,350.186,273.993,-0.008,5.009,5.000
82977.243,300.074,350.344,273.993,-0.008,5.009,5.000
82973.211,300.074,350.265,274.153,0.008,4.999,5.000
82973.211,300.077,350.344,274.153,-0.008,4.999,5.000
82973.211,300.074,350.265,274.153,0.024,4.999,5.000
82969.180,300.074,350.344,273.993,0.024,4.999,5.000
82973.211,300.072,350.423,273.673,-0.008,4.999,5.000
82973.211,300.075,350.423,273.673,0.008,4.988,5.000
82969.180,300.075,350.423,273.993,0.008,4.977,5.000
82969.180,300.075,350.503,273.673,-0.008,4.999,5.000
82977.243,300.077,350.423,273.673,-0.025,4.999,5.000
82973.211,300.075,350.503,273.833,-0.008,5.020,5.000
82965.148,300.077,350.503,273.673,-0.008,4.999,5.000
82973.211,300.075,350.503,273.513,0.008,4.988,5.000
82981.274,300.075,350.661,273.673,-0.025,5.009,5.000
82969.180,300.075,350.661,273.353,0.024,4.999,5.000
82965.148,300.075,350.582,273.033,-0.008,4.999,5.000
82973.211,300.075,350.582,273.193,0.008,5.009,5.000
82965.148,300.075,350.661,273.033,0.024,5.009,5.000
82973.211,300.075,350.661,272.712,0.008,4.988,5.000
82973.211,300.075,350.740,272.712,0.008,5.009,5.000
82965.148,300.072,350.819,272.552,-0.008,4.999,5.000
82977.243,300.072,350.661,272.232,-0.008,5.009,5.000
82977.243,300.075,350.661,271.912,0.024,4.999,5.000
82973.211,300.074,350.898,272.072,-0.008,5.009,5.000
82969.180,300.075,350.977,271.272,0.024,5.009,5.000
82969.180,300.074,350.740,271.272,0.024,4.999,5.000
82973.211,300.077,350.819,271.111,-0.008,4.988,5.000
82977.243,300.072,350.977,271.111,-0.008,5.009,5.000
82973.211,300.070,350.898,270.791,0.024,4.999,5.000
82977.243,300.074,351.056,270.311,-0.041,4.999,5.000
82985.305,300.074,350.977,270.151,0.008,4.988,5.000
82985.305,300.074,351.056,270.151,-0.008,5.009,5.000
82981.274,300.072,351.056,269.991,0.024,5.009,5.000
82977.243,300.074,351.135,269.511,0.008,5.009,5.000
82973.211,300.074,351.135,269.831,0.024,4.999,5.000
82973.211,300.075,351.214,269.350,0.008,4.999,5.000
82977.243,300.075,351.135,269.030,0.008,4.999,5.000
82985.305,300.072,351.293,268.710,0.024,5.009,5.000
82977.243,300.075,351.293,268.230,0.008,4.999,5.000
82981.274,300.075,351.293,268.390,-0.008,4.999,5.000
82973.211,300.074,351.135,268.230,0.024,4.999,5.000
82977.243,300.074,351.135,267.910,-0.008,4.999,5.000
82977.243,300.080,351.293,267.589,0.008,5.009,5.000
82981.274,300.077,351.214,267.750,-0.025,5.009,5.000
82981.274,300.075,351.451,267.269,-0.025,5.009,5.000
82977.243,300.075,351.214,267.269,0.024,4.999,5.000
82977.243,300.078,351.293,267.109,0.024,4.988,5.000
82973.211,300.077,351.451,266.949,0.008,4.988,5.000
82977.243,300.075,351.214,267.109,-0.008,4.999,5.000
82969.180,300.077,351.293,266.629,-0.008,5.009,5.000
82985.305,300.075,351.135,266.789,-0.008,5.009,5.000
82973.211,300.075,351.135,266.789,0.008,5.020,5.000
82985.305,300.075,351.214,266.469,0.008,4.988,5.000
82977.243,300.077,351.293,266.149,0.024,4.988,5.000
82977.243,300.078,351.214,266.469,0.024,5.020,5.000
82977.243,300.078,351.214,266.469,0.008,4.999,5.000
82977.243,300.075,351.214,266.149,0.024,5.009,5.000
82977.243,300.077,351.293,266.149,0.008,4.999,5.000
82977.243,300.077,351.214,266.309,-0.041,4.988,5.000
82969.180,300.077,351.293,265.828,0.008,5.009,5.000
82969.180,300.075,351.214,266.149,-0.008,5.020,5.000
82969.180,300.077,351.135,266.149,-0.008,4.999,5.000
82973.211,300.075,351.056,265.989,-0.008,5.009,5.000
82973.211,300.078,351.135,266.149,0.008,4.999,5.000
82973.211,300.074,351.135,266.309,-0.008,4.988,5.000
82973.211,300.077,351.135,266.149,0.008,5.009,5.000
82969.180,300.074,350.977,265.989,0.008,5.009,5.000
82969.180,300.077,351.056,266.149,-0.008,5.020,5.000
82965.148,300.075,351.135,265.989,-0.025,4.999,5.000
82973.211,300.077,351.056,266.149,0.008,4.988,5.000
82973.211,300.078,351.056,266.149,0.008,4.999,5.000
82969.180,300.077,351.214,265.989,0.024,4.999,5.000
82969.180,300.075,351.135,265.989,-0.025,4.988,5.000
82969.180,300.075,351.056,266.309,0.008,5.009,5.000
82969.180,300.075,350.977,266.149,0.008,4.999,5.000
82969.180,300.075,351.135,266.469,-0.025,5.009,5.000
82965.148,300.075,351.056,266.629,0.008,4.999,5.000
82969.180,300.077,351.056,266.469,0.008,5.020,5.000
82957.086,300.075,351.214,266.789,-0.025,4.988,5.000
82969.180,300.075,351.214,266.949,0.008,5.009,5.000
82973.211,300.075,351.135,266.949,0.008,4.999,5.000
82973.211,300.072,351.056,266.789,-0.041,4.988,5.000
82961.117,300.074,350.977,266.949,0.008,5.020,5.000
82977.243,300.075,351.135,267.269,0.008,4.999,5.000
82973.211,300.074,351.135,267.429,0.024,4.999,5.000
82969.180,300.072,351.214,267.750,0.008,5.020,5.000
82973.211,300.070,351.214,267.750,0.008,5.009,5.000
82969.180,300.075,350.977,268.390,0.008,4.988,5.000
82973.211,300.075,351.056,268.390,-0.008,4.999,5.000
82965.148,300.075,351.056,268.230,0.008,5.020,5.000
82973.211,300.077,350.977,268.710,-0.008,4.999,5.000
82977.243,300.075,350.819,269.190,0.008,5.009,5.000
82977.243,300.075,350.977,269.350,-0.008,4.977,5.000
82973.211,300.077,350.977,269.831,-0.008,5.009,5.000
82969.180,300.074,350.977,270.151,-0.008,5.009,5.000
82969.180,300.070,350.740,270.311,0.008,4.988,5.000
82969.180,300.074,350.898,270.311,0.008,4.999,5.000
82973.211,300.074,350.977,270.951,0.024,4.988,5.000
82973.211,300.074,350.977,270.631,-0.008,5.009,5.000
82973.211,300.075,350.819,271.752,-0.008,4.988,5.000
82973.211,300.074,350.740,271.752,0.008,4.999,5.000
82969.180,300.075,350.898,271.432,-0.025,5.009,5.000
82973.211,300.075,350.740,271.752,-0.008,4.999,5.000
82977.243,300.075,350.661,272.072,-0.025,4.999,5.000
82969.180,300.075,350.740,272.232,0.024,4.999,5.000
82969.180,300.074,350.661,272.392,0.024,4.999,5.000
82973.211,300.075,350.661,272.552,0.024,4.999,5.000
82969.180,300.075,350.740,272.552,0.008,5.009,5.000
82973.211,300.077,350.582,272.873,0.024,4.999,5.000
82973.211,300.080,350.661,272.873,0.008,4.988,5.000
82985.305,300.077,350.661,272.873,-0.025,4.999,5.000
82969.180,300.078,350.661,273.033,0.008,4.977,5.000
82977.243,300.082,350.503,273.193,0.008,5.009,5.000
82981.274,300.082,350.582,273.033,0.008,5.009,5.000
82985.305,300.080,350.503,273.033,0.008,5.009,5.000
82985.305,300.080,350.423,273.033,-0.008,4.999,5.000
82973.211,300.078,350.503,272.712,0.008,5.009,5.000
82977.243,300.078,350.423,272.712,0.008,4.999,5.000
82973.211,300.075,350.503,272.552,-0.008,5.009,5.000
82973.211,300.077,350.423,272.712,-0.008,4.999,5.000
82973.211,300.078,350.344,272.873,0.008,5.009,5.000
82977.243,300.078,350.503,272.712,-0.008,4.999,5.000
82977.243,300.077,350.344,272.232,0.008,4.999,5.000
82977.243,300.075,350.344,272.232,-0.008,4.977,5.000
82981.274,300.074,350.186,271.912,-0.008,4.999,5.000
82977.243,300.078,350.344,271.912,-0.008,5.009,5.000
82977.243,300.075,350.344,271.592,0.024,5.009,5.000
82977.243,300.072,350.186,271.592,-0.008,5.009,5.000
82977.243,300.075,350.265,271.432,-0.008,4.999,5.000
82977.243,300.072,350.186,271.752,0.008,4.999,5.000
82973.211,300.075,350.265,271.432,0.041,5.009,5.000
82977.243,300.077,350.265,271.111,0.008,4.999,5.000
82977.243,300.077,350.265,271.111,-0.025,4.999,5.000
82977.243,300.075,350.186,271.272,0.008,4.988,5.000
82981.274,300.075,350.186,271.272,-0.008,5.009,5.000
82977.243,300.078,350.107,270.951,0.008,4.999,5.000
82973.211,300.075,350.107,271.432,-0.008,4.988,5.000
82977.243,300.072,350.028,271.432,-0.008,5.009,5.000
82973.211,300.074,350.107,271.432,-0.008,4.999,5.000
82969.180,300.075,350.186,271.272,0.008,5.009,5.000
82969.180,300.075,350.107,271.752,-0.025,5.009,5.000
82973.211,300.077,350.107,271.752,0.008,5.009,5.000
82985.305,300.074,350.107,271.912,-0.008,4.988,5.000
82973.211,300.070,350.028,272.072,0.008,5.009,5.000
82981.274,300.074,350.028,272.392,-0.008,4.999,5.000
82977.243,300.075,350.028,272.873,0.024,4.999,5.000
82973.211,300.075,350.028,272.712,0.024,5.009,5.000
82981.274,300.075,350.107,272.873,0.008,4.999,5.000
82973.211,300.072,350.107,273.193,0.008,4.999,5.000
82973.211,300.077,350.028,273.513,-0.025,5.009,5.000
82969.180,300.078,350.028,273.513,0.024,5.031,5.000
82973.211,300.075,349.870,273.993,0.024,4.988,5.000
82973.211,300.075,349.870,273.993,0.008,4.977,5.000
82969.180,300.078,349.949,274.313,0.008,4.999,5.000
82973.211,300.077,350.028,274.473,-0.008,5.009,5.000
82973.211,300.080,349.949,274.794,0.008,4.999,5.000
82973.211,300.078,349.949,274.954,-0.025,4.999,5.000
82973.211,300.077,349.870,274.954,-0.008,5.009,5.000
82973.211,300.078,350.107,275.114,0.008,4.988,5.000
82973.211,300.078,349.949,275.274,0.008,4.999,5.000
82973.211,300.077,349.949,275.594,0.041,4.999,5.000
82973.211,300.078,349.949,275.594,-0.008,4.999,5.000
82961.117,300.077,350.107,275.434,-0.041,4.988,5.000
82969.180,300.077,350.028,275.274,0.008,4.999,5.000
82965.148,300.077,350.186,275.434,-0.008,4.988,5.000
82973.211,300.077,350.186,275.434,-0.025,5.020,5.000
82973.211,300.075,350.265,275.434,0.008,4.988,5.000
82965.148,300.078,350.186,275.114,-0.008,4.988,5.000
82973.211,300.077,350.186,275.434,0.008,4.999,5.000
82969.180,300.077,350.265,275.114,0.024,4.977,5.000
82973.211,300.075,350.265,274.794,-0.008,5.009,5.000
82969.180,300.074,350.503,274.794,-0.025,4.999,5.000
82973.211,300.074,350.503,274.473,-0.025,4.999,5.000
82973.211,300.074,350.503,274.473,-0.008,4.999,5.000
82973.211,300.074,350.423,274.473,-0.008,4.999,5.000
82977.243,300.075,350.423,274.313,-0.008,5.009,5.000
82973.211,300.074,350.503,273.993,0.008,5.009,5.000
82981.274,300.072,350.661,274.313,-0.008,4.999,5.000
82969.180,300.072,350.661,273.833,0.008,4.988,5.000
82973.211,300.072,350.582,273.513,0.008,4.999,5.000
82981.274,300.074,350.819,273.513,-0.008,5.009,5.000
82977.243,300.072,350.819,273.193,-0.008,5.009,5.000
82977.243,300.074,350.740,273.033,-0.025,5.009,5.000
82977.243,300.070,350.661,273.193,-0.008,4.999,5.000
82973.211,300.072,350.740,272.873,-0.008,4.999,5.000
82973.211,300.072,350.740,272.873,0.008,4.988,5.000
82977.243,300.072,350.819,272.712,-0.008,5.009,5.000
82981.274,300.072,350.819,273.033,-0.008,4.999,5.000
82981.274,300.070,350.977,273.193,0.024,4.999,5.000
82977.243,300.072,350.819,273.033,-0.008,5.009,5.000
82973.211,300.074,350.740,273.193,-0.008,4.988,5.000
82973.211,300.072,350.819,273.193,0.024,4.988,5.000
82977.243,300.072,350.819,273.193,0.008,4.999,5.000
82977.243,300.074,350.661,273.833,-0.008,4.999,5.000
82973.211,300.075,350.819,273.833,0.008,4.999,5.000
82973.211,300.072,350.819,273.833,0.024,4.988,5.000
82977.243,300.075,350.661,273.833,-0.008,4.999,5.000
82973.211,300.075,350.819,274.313,-0.008,4.999,5.000
82973.211,300.075,350.740,274.313,-0.008,4.988,5.000
82973.211,300.074,350.740,274.794,-0.008,4.999,5.000
82981.274,300.075,350.819,274.794,-0.008,4.999,5.000
82981.274,300.074,350.819,275.274,-0.025,4.999,5.000
82969.180,300.074,350.819,275.434,-0.025,4.999,5.000
82977.243,300.075,350.819,275.594,-0.008,5.009,5.000
82973.211,300.074,350.819,276.074,0.008,4.999,5.000
82977.243,300.077,350.740,276.234,0.024,4.999,5.000
82977.243,300.075,350.819,276.555,-0.008,4.988,5.000
82969.180,300.077,350.898,276.875,-0.008,5.009,5.000
82977.243,300.075,350.819,277.195,-0.008,5.009,5.000
82977.243,300.078,350.819,277.035,-0.008,4.977,5.000
82981.274,300.077,350.977,277.355,0.024,4.988,5.000
82977.243,300.078,350.819,277.835,0.008,4.999,5.000
82977.243,300.075,350.898,277.995,-0.008,4.999,5.000
82973.211,300.078,350.898,278.316,-0.008,4.999,5.000
82969.180,300.078,350.740,278.476,0.008,5.009,5.000
82969.180,300.080,350.977,278.636,-0.008,4.999,5.000
82973.211,300.078,351.056,278.796,0.024,4.988,5.000
82973.211,300.078,350.819,278.956,0.008,4.988,5.000
82977.243,300.080,350.898,279.116,0.008,4.988,5.000
82969.180,300.078,350.819,279.116,-0.025,4.999,5.000
82973.211,300.077,350.898,279.436,0.008,4.988,5.000
82977.243,300.080,350.898,279.116,-0.025,4.977,5.000
82973.211,300.077,351.056,279.436,-0.008,5.009,5.000
82973.211,300.075,350.977,279.596,0.024,5.020,5.000
82973.211,300.075,350.898,279.276,-0.008,4.999,5.000
82977.243,300.077,350.898,279.276,-0.008,4.999,5.000
82977.243,300.078,350.977,279.276,-0.008,4.988,5.000
82977.243,300.072,351.056,279.436,-0.008,4.999,5.000
82973.211,300.074,350.977,279.596,-0.008,4.999,5.000
82969.180,300.074,350.977,279.436,-0.025,4.988,5.000
82977.243,300.074,350.898,279.276,-0.008,4.999,5.000
82977.243,300.072,351.056,279.116,-0.025,4.999,5.000
82973.211,300.074,350.819,279.116,0.008,4.999,5.000
82977.243,300.074,350.898,279.116,-0.008,5.009,5.000
82969.180,300.072,350.819,279.116,0.008,4.999,5.000
82977.243,300.072,350.819,278.956,-0.008,4.988,5.000
82977.243,300.072,350.819,279.116,0.008,4.999,5.000
82969.180,300.072,350.740,278.956,0.008,4.988,5.000
82969.180,300.069,350.819,278.796,-0.008,4.999,5.000
82973.211,300.070,350.661,278.956,0.008,4.999,5.000
82969.180,300.067,350.740,278.956,0.008,4.999,5.000
82969.180,300.070,350.740,278.956,0.024,4.999,5.000
82973.211,300.072,350.740,278.956,0.008,4.999,5.000
82977.243,300.070,350.740,278.476,0.008,4.988,5.000
82973.211,300.069,350.740,278.636,0.008,4.999,5.000
82977.243,300.072,350.582,278.956,0.008,4.999,5.000
82981.274,300.074,350.740,278.636,0.008,4.999,5.000
82973.211,300.070,350.582,278.796,0.024,5.009,5.000
82977.243,300.070,350.582,278.636,0.008,4.988,5.000
82977.243,300.069,350.582,278.796,0.024,4.988,5.000
82973.211,300.070,350.423,278.636,0.024,4.999,5.000
82977.243,300.070,350.344,278.636,0.008,5.009,5.000
82973.211,300.072,350.423,279.116,-0.008,4.999,5.000
82977.243,300.070,350.344,278.796,-0.008,4.999,5.000
82973.211,300.074,350.344,278.956,0.008,4.988,5.000
82973.211,300.070,350.265,279.116,-0.008,4.988,5.000
82993.368,300.070,350.265,279.116,-0.025,5.009,5.000
82973.211,300.072,350.107,279.116,-0.025,4.999,5.000
82977.243,300.075,350.344,279.116,0.024,4.999,5.000
82969.180,300.072,350.107,279.116,-0.008,5.009,5.000
82973.211,300.072,350.186,278.956,-0.008,4.999,5.000
82985.305,300.074,350.107,279.276,-0.008,5.009,5.000
82977.243,300.072,350.186,279.596,0.008,5.009,5.000
82981.274,300.069,350.107,279.276,0.008,4.999,5.000
82985.305,300.070,350.028,279.276,0.008,4.999,5.000
82981.274,300.070,350.186,279.116,0.008,4.999,5.000
82985.305,300.070,350.107,279.116,-0.025,5.009,5.000
82977.243,300.070,350.265,279.436,0.024,5.009,5.000
82977.243,300.072,350.107,279.276,-0.025,5.020,5.000
82977.243,300.070,350.107,279.276,0.024,5.009,5.000
82981.274,300.070,350.186,279.116,-0.008,4.988,5.000
82977.243,300.070,350.028,279.436,-0.008,4.988,5.000
82977.243,300.070,350.107,279.436,0.008,5.009,5.000
82977.243,300.072,350.107,279.116,-0.008,4.999,5.000
82985.305,300.072,350.107,279.116,0.008,5.009,5.000
82985.305,300.070,350.028,279.116,0.008,4.999,5.000
82973.211,300.070,350.107,279.116,0.008,4.988,5.000
82973.211,300.072,350.028,278.956,-0.008,5.009,5.000
82973.211,300.072,350.107,278.956,-0.008,4.999,5.000
82977.243,300.070,349.949,279.276,0.024,4.988,5.000
82969.180,300.070,350.186,278.956,0.008,4.988,5.000
82973.211,300.074,350.107,278.796,0.008,4.988,5.000
82977.243,300.070,350.028,278.956,0.024,4.988,5.000
82977.243,300.072,350.107,278.796,-0.008,4.988,5.000
82973.211,300.070,350.107,279.116,0.008,4.999,5.000
82973.211,300.072,350.028,278.956,0.008,4.999,5.000
82973.211,300.074,350.028,279.116,0.024,5.009,5.000
82969.180,300.069,350.028,278.796,0.008,5.009,5.000
82977.243,300.072,350.107,278.956,0.008,4.999,5.000
82969.180,300.074,350.107,279.276,0.008,5.009,5.000
82965.148,300.074,350.107,279.276,0.008,5.020,5.000
82973.211,300.077,350.107,279.276,-0.008,5.009,5.000
82969.180,300.075,350.265,279.276,0.008,4.977,5.000
82965.148,300.077,350.107,279.596,0.024,4.977,5.000
82973.211,300.077,350.107,279.276,0.024,5.009,5.000
82965.148,300.074,350.028,279.596,-0.008,4.999,5.000
